Customer Name,Review Topic,Review Body,Rating(of 5),Review date
e,Perfecto,Lovely bass. The very best earbuds,5,26-01-2022
infoluwa,It's amazing!,"I love the bass and the long-lasting battery. Though it falls off the ear sometimes, nevertheless it still has a firm stand if fixed properly in the year",5,26-01-2022
a,I like it,Very nice and perfect,5,26-01-2022
iloluwa,opor????????????,The sound production is perfect,5,25-01-2022
,Easy to use,The battery lasts all day. Amazing sound. I recommend,5,25-01-2022
NSON,I love it,Very Quality and I get the value for my money.,5,25-01-2022
eph Pascal,"Stability, Connection Strength and Mic Efficiency",Left ear doesn't fit with tendency to fall off while running and within less than a meter it starts to make crackling sounds due to connectivity. Even when charged. Mic picks up surrounding noise and I would still have to raise my voice before I can be completely heard on the other end of the line. It's just aesthetically fancy and averagely works.,2,25-01-2022
an,AMAZING!,The sound is simply out of the world. So impressed with Oraimo on the Freepods 3. Still in doubt? A Trial would convince you.,5,25-01-2022
nga,I Love The EarPod...,This is one of the best delivery I've gotten in terms of durability,4,25-01-2022
TO,Easy and convenient,Easy and convenient,5,25-01-2022
ullahi,Oraimo FreePods,The bass mode is mad,5,24-01-2022
ghan,Excellent delivery,Recommendable,5,24-01-2022
sica,I love it,It’s exactly what I ordered,5,24-01-2022
ola,Good buy,"It's very okay for the price, sound is good",5,24-01-2022
RGE SADOH,Battery,Increase the battery life dats all,5,24-01-2022
,I like it,Good product,5,24-01-2022
wale,It is Awesome!!,They are great! and the sound? the sound is maad!! it is worth every penny. It also lasts long too asper when its out of the case you can use it for almost a whole day without putting it in the case to charge,5,24-01-2022
USSALAMI,I like it,Good product,5,24-01-2022
dy Wilem,Oraimo Pod3,I love it,5,24-01-2022
ENIM,Doing greatly,Been good all round,5,24-01-2022
ssing,I really like it!,It's so comfortable and audio is very clear.,5,24-01-2022
chukwu,good,Very good,5,24-01-2022
,Good,Perfect,5,24-01-2022
emi Adebayo,As it should be,It nice and okay,5,24-01-2022
swill,perfecto,Perfecto,5,24-01-2022
anuella Orevaoghene,quality,Try making the buds more comfortable.,4,24-01-2022
dom,I like it,It's okay,4,24-01-2022
DAY CHEIS,Good,Okay to use,4,21-01-2022
or,I like it,Good purchase,4,21-01-2022
e,Nice buy,"The sound is really good, though the microphone still needs improvement",4,21-01-2022
runtobi,Good product,Good product,4,21-01-2022
imi,Perfect,"Highly recommended, super bass, battery last longer than I expected, very comfy for my ears, best call experience so far with it ... The best one out there yet",5,21-01-2022
 Edwin,Worth buying,The pods are a bit loose,5,21-01-2022
liams,Amazing,"The sound output is super amazing, it last long and charges 0% - 100% pretty damn fast.",5,21-01-2022
l,Nice,It came in fast and it's working well.,5,21-01-2022
tor,I like it...,"The delivery was fast, it was well packaged and the sound quality and battery life is a blast...",5,20-01-2022
hael,Top notch earbuds.,Fantastic battery life. Amazing sound quality,5,20-01-2022
k Sunday,Really loved it,It was very nice,5,20-01-2022
ise_Oyeniyi,Perfect,I love everything about it,5,20-01-2022
maimi,great,The battery lasts very long. Third day and I haven't charged.,5,20-01-2022
edicta,freepod,The sound is so cool,5,20-01-2022
dom,perfect,Everything,5,20-01-2022
EER,Awesome product,"I love the battery life and sound quality are both top-notch.
The only reservation I have on the product is that its a bit uncomfortable on the ears after prolong usage.",4,20-01-2022
iya Tumba,Is a good quality,Perfect,5,19-01-2022
i,I like it,Its user friendly,5,19-01-2022
ert,the delivery was ok,Yes it can be better,3,19-01-2022
nda,"Excellent, Love it.","I love oraimo products. They are excellent for cheap. The freepods 3 is the best AirPods I ever used including the more expensive one. The design including the packaging is so grand, beautiful and sleek. I fell in love with the sound the first day I put it on and I can say I don’t regret the money and my patience in waiting for it to be delivered. However, I find it very difficult to wear it for long as it is really painful to my ears. 
Apart from that I give it a five stars. 
Thank you oraimo for these wonderful products.",4,19-01-2022
ISTABELLA Odega,Nice,It’s portable and easy to use,5,19-01-2022
uwaji Victor,I love it,Works just fine. They have must thought to correcting mistake touch. All they need to do is to improve the microphone range,5,19-01-2022
ka Chimezie Collins,I like it,Magnificent,5,19-01-2022
EEZ,Good product,"I've read and watched videos on this product, and I got exactly what I expected.
As a budget accessory, it's worth it",5,19-01-2022
ahim,I love it,Wonderful and fantastic product affordable and modernized,5,19-01-2022
DIMEJI,Recommend,"It serves the purpose 100%. 
I am mostly on the road so I needed a device which I need to charge just once a day n with crystal clear calls. Orimo gave me that at a very good price. Its worth every penny!!!",5,19-01-2022
G GAIUS,Soundgasm ❤️,Very cool sound and good battery life. My only problem with this product is how the black flap keeps plucking in my ears each time I take thee earpods off.,5,19-01-2022
ma,Lovely. I’d recommend it for everyone,Brings out every sound,4,18-01-2022
JAY OSOKO,Not good enough!,Works well with music but keeps cracking and breaking on phone calls. Not a great product despite having a great brand ambassador.,2,18-01-2022
nfolarin Isaac,Too sensitive,"Would have given it a five stars but it’s too sensitive in the sense that little touches makes it change music or pause song. The music playing can also be heard from surrounding people. Except all these, it’s perfect",3,18-01-2022
oluwa,about the product,Nice product,4,18-01-2022
yekwu Francis,Good,Sharp  piece,5,18-01-2022
Switch,I like it,This product is beyond my expectations. This is world class mehn. Big Ups ORAIMO !!!,5,18-01-2022
red,"A week review "" PERFECT ""","Okay...I'll give it a 5 stars
A week after receiving my Oraimo freepod 3.. I've had no reason to worry....long lasting battery, bass quality top notch.... Fits perfectly in my ears without any sort of pain...doesn't fall off...no regrets spending 13k+ on this",5,18-01-2022
uel,awesome bass,Very nice and cool product,5,18-01-2022
ST,Oraimo free pods 3,It's looks really good and feels really premium. Worth it.,5,18-01-2022
onke,Great product,Worth it,5,17-01-2022
dinand Egbeji,Oraimo Freepod 3,I love the sound quality and Battery life,5,17-01-2022
HAEL ADEBAYO,I love it,My client love it and was very happy,5,17-01-2022
KWUNONSO,"Perfect, this is what I wanted from oraimo.","This cheaper and Original, Thanks Jumia",5,17-01-2022
oney,Great value for money,Good noice cancellation and loud.,5,17-01-2022
NLEY,freepod 3,Sound and design!!,5,17-01-2022
ison,I like it,I love it,5,17-01-2022
tory.,I can actually hear the difference!.,From the advert I heard on the radio my calls are supposed to be muted to sound around me. But the noise cancellation feature applies to when I'm listening to music only. Maybe I just need to keep exploring. Nonetheless it's perfect.,5,17-01-2022
 SPEAR,NEEDS IMPROVEMENT,"It has some type of distortion when making calls, needs to be worked on ASAP. Everyone complains they can’t hear from my end, very low",3,17-01-2022
watobiloba,I like it,Practically not a good fit for small ears but the sound is great and it's got a nice bass.,5,17-01-2022
eem,very sounds n clear,Very sounds n clear,5,17-01-2022
SON,Awesome product,"Charged since it was delivered on Wednesday.
Fantastic sound experience.
A worthy buy",5,17-01-2022
watobi,"I like it,just as described","It's durable,battery and bass is top notch, highly recommended.",5,17-01-2022
dra,Product is amazing,"the item is very good. The packaging already gives it this premium look, the bass is mad and the sound quality both on calls and music is very superb. the earphones itself has a very good battery life but the fingerprint function isnt working well, so its difficult to pause and control music from the earphones. you also cant turn it off and on with the earphones so if it automatically turns off when not in use. you have to put it back in the case and take it out again for it to turn on. pls improve on this",4,17-01-2022
hael Ofomata,Overview,The battery is the best I’ve ever seen for Bluetooth AirPods…but it sometimes comes off my ear multiple times due to it being a bit too big and they’re no pouches anywhere ????,4,17-01-2022
gsley,I like it,Very ok,4,17-01-2022
tor,Still cheap,"The case is unreasonably light, but sound quality is actually good. Don't be deceived by the noise canceling feature it is actually just using the pods with the rubber tips. The bass isn't bad in any way.. They are actually comfortable to wear.",4,17-01-2022
ms,Really nice bass,So far so good I'm happy with them,4,17-01-2022
ka,I like it,Well its good and all even the bass is great but I'm yet to find out why whenever I turn on the hotspot the music tend to crack and this happens to all oriamo product generally,5,17-01-2022
win Ikedichukwu,I love it,I love it,4,16-01-2022
ai,Wrong product!,"What was advertised was FreePods-3. I ordered it and it was wrapped in a way I couldn't see the exact product. 
So I took it home only to go and meet FreePods-2.",1,14-01-2022
del,Needs work,People can hardly hear me when I'm making calls with it.. I always have to shout,3,14-01-2022
,Good,Really nice,4,14-01-2022
HAEL ADELANA ADESOLA,The best of the best…,"The bass is awesome, the battery life is wonderful.
Oraimo is always the best…",5,14-01-2022
nce,Excellent,"It is cool...
Perfectly fits your eardrums with a long lasting battery.",5,14-01-2022
iour,I looveee it!,"The Quality, great. The duration, splendid.
It's a money well spent.
Again, I love it",5,14-01-2022
uen,On Point!!,"Simply the baddest, Coolest, tightest earbuds I have ever used.
Sound clarity with just the level of bass is next to none... So long as I have experienced it",5,14-01-2022
DOLA,Good product,"I like it, sound production perfect ????",5,14-01-2022
nymous,Great,Great. No complaints so far,5,14-01-2022
is,Weak batteries,It wasn't up to one month after I bought them sef and the battery of the right bud is dead so I can only use one now.,2,14-01-2022
nx,I love it. It's superb,Long lasting battery capacity,5,13-01-2022
nmola,It’s very good just as advertised,Good product,5,13-01-2022
ma,Fantastic,Good buy,5,13-01-2022
ry,Perfect,The Base System,5,13-01-2022
as,the design is top notch,Oraimo free pod 3 is dope,5,13-01-2022
bodun,Perfect,Just perfect!!!,3,13-01-2022
a,sound,"Awesome sound,perfect fit",4,12/1/2022
wafemi,I LIKE IT,NICE SOUND,4,12/1/2022
,I like it,Works perfectly,5,12/1/2022
n,I like it,Very nice sound with instrument separation,5,11/1/2022
MIDE,Bass,The bass is superb,5,11/1/2022
,strong battery life and good sound quality,The sound quality is superb,5,11/1/2022
mjika,I like it,It lasts for long hours and the sound is perfect.,5,11/1/2022
ka,I love it,It is serving its purpose,5,11/1/2022
ALEWECHI,Nice Product,"Good sound, good connectivity. Only complaint may be wearing comfort",4,10/1/2022
TIN,just there,The sound and every thing is fine.. but I would recommend they produce a Free pod3 2.0 with reduced bud shape. You feel pain around the ear if worn for a long time and it doesn't stick to the ear.. it could easily fall off. My review though,3,10/1/2022
hua,Great sounding pods,"I love the sound it produces, I love that it goes really well with calls but the reason I'm not giving it 5 starts is solely for the inability to move to the next music in your playlist when playing songs.",5,10/1/2022
vin,perfect but rubber.keeps falling.off,Battery life,5,10/1/2022
IEL,i like it,Earpod sound very good with nice  bass.,5,10/1/2022
oma,Its ok,"Its ok, just that it keep falling out my ear",4,10/1/2022
INE,great product,Sound quality is great! Very impressive bass and sweet sound overall,5,10/1/2022
m Osinachi,It's efficient and soft on ears.,Sound quality,5,10/1/2022
nard,excellent,"The battery life is amazing, and the bass",5,10/1/2022
ssed,good,Very good,5,10/1/2022
leayo,pro 3,"The pro 3 is cool, nt heavy and the bass is wow with the ear bud",4,10/1/2022
n,I like,Good sound and good battery life,5,10/1/2022
day,every thing is good,I love it is long last battery,5,10/1/2022
,dont know,I was good,4,7/1/2022
drix Amadin,It’s great,It’s cool,5,7/1/2022
,beat on the go,Very very good,5,7/1/2022
uel,I love it,Just as advertised,5,7/1/2022
damiro,amazing product,u will enjoy,5,6/1/2022
h guy,Really good.,"Strong Battery, good sound quality. It’s underrated ????",5,6/1/2022
,nice,Nice order. Haven't experience any defect after some time now. Nice job,4,5/1/2022
our,it's good,It works well,4,5/1/2022
GARET,best,Best among the rest,5,5/1/2022
N,It's okay for now,Okay and no complaints yet,5,5/1/2022
zuterem,I love it,"This is a really nice product. The bass is crazy.
Worth every penny",5,5/1/2022
a,Love it,Very portable and great sound,5,5/1/2022
ARE,Its perfect,product exactly as described. Battery lasts longer than i imagined,5,4/1/2022
